+--------------------------------+---------------------------------------------------------------+-------+------------+
|            phrase1             |                            phrase2                            | label | Similarity |
|        regular service         |                        typical activity                       |   1   |     1      |
|       considerable heat        |                    a great deal of pressure                   |   0   |     1      |
|         total interest         |                    full lending rate amount                   |   0   |     1      |
|          open stance           |                       tolerant viewpoint                      |   0   |     1      |
|          drum design           |         construction and appearance of the instrument         |   0   |     1      |
|        major structure         |                          primary part                         |   0   |     1      |
|         official field         |                      authorized practice                      |   1   |     1      |
|       exact time period        |                       explicit interval                       |   1   |     1      |
|          field teams           |                       forced labor group                      |   0   |     1      |
|      concentrated energy       |                        harnessed groove                       |   0   |     1      |
|       observed activity        |                       detected exercise                       |   0   |     1      |
|          entire stand          |                 absolute tree landscape block                 |   1   |     1      |
|          first stroke          |                       initial arm swing                       |   1   |     1      |
|           whole sum            |                         full  entirety                        |   0   |     1      |
|        archive material        |                collect and preserve information               |   1   |     1      |
|       following division       |                      forthcoming equation                     |   1   |     1      |
|           last type            |                            Type 80                            |   0   |     1      |
|          local scenes          |                        community areas                        |   0   |     1      |
|           dog fight            |                         canine combat                         |   1   |     1      |
|        community hosts         |                         locals present                        |   1   |     1      |
|       unusual variation        |                      uncommon adaptation                      |   1   |     1      |
|           smooth one           |                         polished item                         |   0   |     1      |
|        particular bond         |                     distinct relationship                     |   0   |     1      |
|          whole parts           |                        large structures                       |   1   |     1      |
|           mean grade           |                         average class                         |   0   |     1      |
|         equal position         |                        equivalent spot                        |   0   |     1      |
|         equal position         |                        identical status                       |   0   |     1      |
|           solid body           |                     respectable collection                    |   1   |     1      |
|         perceived role         |                      recognized position                      |   0   |     1      |
|        main circulation        |                      primary distribution                     |   0   |     1      |
|         composite part         |                        blended compound                       |   0   |     1      |
|       archbishop's chair       |                      high priest's throne                     |   1   |     1      |
|        military fighter        |                      government aircraft                      |   1   |     1      |
|           river runs           |                         water pathways                        |   0   |     1      |
|       positive direction       |                         favorable path                        |   1   |     1      |
|      particular structure      |                         distinct organ                        |   1   |     1      |
|          perfect body          |                         ultimate soul                         |   1   |     1      |
|           heavy one            |                        difficult defeat                       |   0   |     1      |
|         local circuit          |                         community loop                        |   1   |     1      |
|         primary season         |                          initial term                         |   0   |     1      |
|         maximum growth         |                   the highest proliferation                   |   0   |     1      |
|            big club            |                          large weapon                         |   1   |     1      |
|          small length          |                         modest portion                        |   1   |     1      |
|          milk product          |                        dairy by-product                       |   0   |     1      |
|           first side           |                         earliest team                         |   1   |     1      |
|        extensive record        |                         vast evidence                         |   0   |     1      |
|        political charge        |                       legislative flare                       |   1   |     1      |
|           one office           |                        single business                        |   1   |     1      |
|        public exchange         |                       overt conversation                      |   0   |     1      |
|          second epic           |                         further legend                        |   0   |     1      |
|      transitional season       |                      evolutionary period                      |   0   |     1      |
|           focal area           |                           core field                          |   0   |     1      |
|          1988 edition          |                   late eighties bicycle race                  |   0   |     1      |
|    personal identification     |                        self recognition                       |   0   |     1      |
|          rough shape           |                        approximate form                       |   1   |     1      |
|           green card           |                permanent resident authorization               |   0   |     1      |
|       full-time service        |                       all-day assistance                      |   1   |     1      |
|        real application        |                        existent program                       |   1   |     1      |
|            us study            |             research project in the United States             |   1   |     1      |
|         absolute gift          |                       outright blessing                       |   0   |     1      |
|       theoretical value        |                        conceptual merit                       |   1   |     1      |
|       small association        |                      little organization                      |   0   |     1      |
|          large spread          |                          big banquet                          |   0   |     1      |
|          large glass           |                 big transparent solid material                |   1   |     1      |
|           major mode           |                          main status                          |   0   |     1      |
|      second largest body       |                      second-biggest group                     |   0   |     1      |
|     children's engagement      |                    the child's entanglement                   |   0   |     1      |
|         unusual period         |                         abnormal line                         |   1   |     1      |
|       reserved character       |                symbol that has special meaning                |   0   |     1      |
|         existing class         |                          extant type                          |   1   |     1      |
|         excess amount          |                          surplus sum                          |   1   |     1      |
|           fast heat            |                    rapidly high temperature                   |   1   |     1      |
|       greater resistance       |                         more immunity                         |   0   |     1      |
|          much notice           |                     considerable attention                    |   0   |     1      |
|         bank's network         |                     bank's security system                    |   0   |     1      |
|          last charge           |                       final expenditure                       |   1   |     1      |
|          live nights           |             twilight shows broadcast in real-time             |   0   |     1      |
|           key source           |                 primary contribution location                 |   1   |     1      |
|          primary type          |                          main method                          |   0   |     1      |
|          solid center          |                          filled core                          |   1   |     1      |
|        increasing wave         |                         growing surge                         |   0   |     1      |
|         earlier record         |                      established history                      |   0   |     1      |
|          one partner           |                       a single affiliate                      |   0   |     1      |
|         skeleton crew          |                        bare-bones unit                        |   0   |     1      |
|          2nd segment           |                      following ingredient                     |   0   |     1      |
|       typical formation        |                        usual structure                        |   1   |     1      |
|          american one          |                           US edition                          |   1   |     1      |
|          little queen          |                    the movie "Little Queen"                   |   0   |     1      |
|         fusion center          |                           bond core                           |   0   |     1      |
|           first pass           |                          initial run                          |   1   |     1      |
|            4 series            |                          4 sequences                          |   0   |     1      |
|           color map            |                          value matrix                         |   1   |     1      |
|        high concentrate        |                   an overwhelming abundance                   |   0   |     1      |
|           sure thing           |                     the song "Sure Thing"                     |   1   |     1      |
|          first crack           |                           initial go                          |   1   |     1      |
|          small plant           |                       little vegetation                       |   1   |     1      |
|        natural monopoly        |                       genuine ownership                       |   0   |     1      |
|       direct derivative        |                   straightforward descendant                  |   0   |     1      |
|          small field           |                           tiny game                           |   1   |     1      |
|       destructive effect       |                       damaging reaction                       |   0   |     1      |
|           last line            |                          final strand                         |   1   |     1      |
|       weaker performance       |                      feebler presentation                     |   0   |     1      |
|         general notice         |                     Widespread recognition                    |   1   |     1      |
|         meeting areas          |                        gathering spaces                       |   1   |     1      |
|         prominent sign         |                      striking indication                      |   0   |     1      |
|          second push           |                          next attempt                         |   0   |     1      |
|         greater volume         |                         bigger amount                         |   0   |     1      |
|            high end            |                         luxury market                         |   1   |     1      |
|          usual place           |                        regular position                       |   0   |     1      |
|   master-slave relationship    |                 leader and subordinate affair                 |   1   |     1      |
|          total swing           |                      complete transition                      |   1   |     1      |
|        real production         |                        actual assembly                        |   0   |     1      |
|            5 point             |                           small lead                          |   1   |     1      |
|          best defense          |                         optimal armor                         |   1   |     1      |
|         actual charge          |                          real expense                         |   1   |     1      |
|        greater clarity         |                   increased decipherability                   |   0   |     1      |
|            one vice            |                          a single VP                          |   0   |     1      |
|           final note           |                         closing record                        |   0   |     1      |
|          first colony          |                      original settlement                      |   1   |     1      |
|        major framework         |                        principal format                       |   1   |     1      |
|           high view            |                          deep belief                          |   1   |     1      |
|          wider spread          |                        more widely used                       |   1   |     1      |
|       best known version       |                    most popular adaptation                    |   1   |     1      |
|         single chapter         |                          one section                          |   1   |     1      |
|      potential connection      |                    possible junction point                    |   0   |     1      |
|         bitter street          |                           angry road                          |   0   |     1      |
|         visual record          |                        viewable measure                       |   1   |     1      |
|          usual order           |                        Common sequence                        |   0   |     1      |
|     communication message      |                          contact word                         |   1   |     1      |
|            big cut             |                        huge laceration                        |   1   |     1      |
|         reference date         |                         noteworthy day                        |   0   |     1      |
|       best known version       |                   most widely accepted type                   |   0   |     1      |
|         one way glass          |                   limited visibility windows                  |   0   |     1      |
|      appropriate service       |                      the correct provider                     |   0   |     1      |
|         equal mixture          |                        equivalent blend                       |   1   |     1      |
|          strong force          |                          capable army                         |   0   |     1      |
|        either immunity         |                        full protection                        |   1   |     1      |
|         whole trouble          |                        major complaint                        |   0   |     1      |
|      intermittent contact      |                  irregular electrical energy                  |   1   |     1      |
|           open front           |                      accessible entrance                      |   1   |     1      |
|           fair start           |                          equal launch                         |   1   |     1      |
|           last word            |                           final say                           |   1   |     1      |
|            live one            |                            hot lead                           |   1   |     1      |
|         deep division          |                    more in depth dissection                   |   0   |     1      |
|          primary type          |                         original style                        |   0   |     1      |
|         one attribute          |                    a single characteristic                    |   0   |     1      |
|       successful defense       |                    triumphant presentation                    |   0   |     1      |
|         distinct genre         |                    specific writing variety                   |   1   |     1      |
|        technical reason        |                        official purpose                       |   0   |     1      |
|         his/her field          |                          their range                          |   0   |     1      |
|         desired course         |                        preferred route                        |   0   |     1      |
|          whole power           |                      complete exponential                     |   1   |     1      |
|          next number           |                        following digit                        |   0   |     1      |
|          virtual view          |                          Virtual View                         |   1   |     1      |
|           green card           |                          travel pass                          |   1   |     1      |
|       yet another source       |                     an additional resource                    |   0   |     1      |
|        legal separation        |                    sanctioned estrangement                    |   0   |     1      |
|       quality production       |                  a superior artistic showing                  |   1   |     1      |
|           large beam           |                        very long girder                       |   1   |     1      |
|          minimal work          |                         small efforts                         |   0   |     1      |
|       possible exposure        |                     conceivable subjection                    |   1   |     1      |
|          much notice           |                      significant warning                      |   0   |     1      |
|        principal value         |                     main numerical amount                     |   1   |     1      |
|          middle link           |                    intermediate connection                    |   0   |     1      |
|       required material        |                     necessary information                     |   1   |     1      |
|          ticker tape           |                      stock quote display                      |   1   |     1      |
|        internal process        |                       in-house procedure                      |   1   |     1      |
|         remaining sign         |                       lasting indication                      |   1   |     1      |
|          storm front           |               meteorological precipitation event              |   0   |     1      |
|      continuous pressure       |                         ongoing stress                        |   1   |     1      |
|        irregular strip         |                        atypical segment                       |   0   |     1      |
|          usual place           |                      typical environment                      |   0   |     1      |
|       possible position        |                         potential job                         |   1   |     1      |
|          midriff area          |                        midsection zone                        |   1   |     1      |
|         required form          |                       appropriate manner                      |   0   |     1      |
|        full competition        |                         an entire race                        |   1   |     1      |
|          regular set           |                    standard concert session                   |   1   |     1      |
|           one prize            |                           top award                           |   1   |     1      |
|        notable facility        |                       renowned location                       |   1   |     1      |
|         current office         |                   present business location                   |   1   |     1      |
|     popular resting place      |                     known repose location                     |   0   |     1      |
|        initial passage         |                           first pass                          |   0   |     1      |
|           rich world           |                        wealthy society                        |   0   |     1      |
|         original rock          |                          early stone                          |   1   |     1      |
|           text line            |                       sentence of words                       |   1   |     1      |
|   preliminary understanding    |                        basic conclusion                       |   1   |     1      |
|          initial word          |                          primary term                         |   1   |     1      |
|         founder group          |                         creator class                         |   0   |     1      |
|           past line            |                       years ago surround                      |   0   |     1      |
|          later review          |                        future critique                        |   0   |     1      |
|            new age             |                        meditation music                       |   0   |     1      |
|          sudden death          |                        tiebreaker round                       |   0   |     1      |
|         required level         |                  restricted minimum user rank                 |   1   |     1      |
|        extensive detail        |                    considerable explanation                   |   0   |     1      |
|          time capsule          |                        period container                       |   1   |     1      |
|         negative state         |                      powerless expression                     |   0   |     1      |
|           home board           |                       personal team side                      |   1   |     1      |
|          current type          |                          Power format                         |   0   |     1      |
|         formal office          |                       legal appointment                       |   0   |     1      |
|        occupation site         |                        occupied habitat                       |   0   |     1      |
|          lengthy set           |                      Extensive collection                     |   1   |     1      |
|      examination process       |                        vetting exercise                       |   0   |     1      |
|            blue bag            |                    blue ranch flavored bag                    |   0   |     1      |
|       additional matter        |                        added substance                        |   1   |     1      |
|       political function       |                        diplomatic party                       |   0   |     1      |
|          two shoulder          |                        both top of arm                        |   1   |     1      |
|           heavy rock           |                       hard rock and roll                      |   0   |     1      |
|         storage needs          |                          data caching                         |   0   |     1      |
|          key process           |                     most important factor                     |   0   |     1      |
|    security related issues     |                      land safety matters                      |   1   |     1      |
|         boiling point          |                     saturation temperature                    |   1   |     1      |
|         smallest mark          |                          tiniest dot                          |   1   |     1      |
|         present breed          |                       existing procreate                      |   0   |     1      |
|        strong movement         |                         solid uprising                        |   0   |     1      |
|          top country           |                     highest ranking region                    |   1   |     1      |
|         modified base          |                         changed system                        |   1   |     1      |
|           modern cut           |                        current haircut                        |   1   |     1      |
|          major assets          |                       dominant strengths                      |   0   |     1      |
|           good links           |                           great URLs                          |   1   |     1      |
|         reduced state          |                          lower subset                         |   1   |     1      |
|          ideal figure          |                          perfect body                         |   0   |     1      |
|        group's profile         |                organizations social media page                |   1   |     1      |
|          local levels          |                         nearby amounts                        |   0   |     1      |
|         fraternity row         |                         Fraternity Row                        |   1   |     1      |
|         terminal cost          |                price to construct the terminal                |   1   |     1      |
|           single end           |                          sole purpose                         |   0   |     1      |
|         light touches          |                         small amounts                         |   1   |     1      |
|         1995 campaign          |                      mid-90s competitions                     |   1   |     1      |
|       consistent history       |                         proper record                         |   0   |     1      |
|       conflict situation       |                        combat scenario                        |   1   |     1      |
|           larger cut           |                     thicker piece of meat                     |   1   |     1      |
|      environment problem       |                         element hazard                        |   0   |     1      |
|         varying value          |                      disparate importance                     |   0   |     1      |
|         outside point          |                      objective standpoint                     |   1   |     1      |
|          another bar           |                        additional piece                       |   0   |     1      |
|     harmonic relationship      |                       symbiotic exchange                      |   0   |     1      |
|         entire service         |                   organization active period                  |   1   |     1      |
|          current pace          |                          ongoing rate                         |   1   |     1      |
|          second phone          |                  hidden communication device                  |   0   |     1      |
|       particular course        |                        specified track                        |   0   |     1      |
|        third qualifier         |                 different authorizing account                 |   0   |     1      |
|         serious charge         |                         strong offense                        |   0   |     1      |
|         average access         |                       regular resourcing                      |   0   |     1      |
|           third gold           |                         last was gold                         |   0   |     1      |
|         existing class         |                    already prevalent social                   |   1   |     1      |
|            win part            |                          gain section                         |   0   |     1      |
|         close embrace          |                        intimate contact                       |   0   |     1      |
|  one significant development   |                a singular noteworthy structure                |   1   |     1      |
|        transfer papers         |                         carbon copies                         |   1   |     1      |
|         certain point          |                        particular level                       |   0   |     1      |
|        associated track        |                    correlating music single                   |   1   |     1      |
|        notable defense         |                      solid justification                      |   0   |     1      |
|           daily diet           |                        day-to-day food                        |   0   |     1      |
|          magical pool          |                        miraculous group                       |   1   |     1      |
|       contractual basis        |                       contract agreement                      |   1   |     1      |
|        public interest         |                         people's good                         |   1   |     1      |
|        structural level        |                         basic standard                        |   1   |     1      |
|            show use            |                    demonstrate utilization                    |   0   |     1      |
|          public right          |                          common right                         |   0   |     1      |
|        instrumental use        |                     important application                     |   1   |     1      |
|           duty time            |                     scheduled appointment                     |   1   |     1      |
|          first flush           |                         initial flood                         |   0   |     1      |
|         wide majority          |                           broad bulk                          |   0   |     1      |
|      sufficient interest       |                       satisfactory stake                      |   0   |     1      |
|        current setting         |                        present controls                       |   0   |     1      |
|        national section        |                       governing segment                       |   0   |     1      |
|        final character         |                           last model                          |   0   |     1      |
|        traveling light         |                  journey with few provisions                  |   1   |     1      |
|      mathematical series       |                       numerical sequence                      |   0   |     1      |
|            air time            |                        broadcast rights                       |   0   |     1      |
|            ok group            |                         all right team                        |   1   |     1      |
|           good round           |                           solid ring                          |   1   |     1      |
|         largest issue          |                          most supply                          |   0   |     1      |
|         similar notice         |                        related warning                        |   0   |     1      |
|       best known version       |                    most popular adaptation                    |   0   |     1      |
|         solid support          |                         widespread aid                        |   0   |     1      |
|  one significant development   |                      a notable occurrence                     |   1   |     1      |
|      organizational life       |                     career in the industry                    |   1   |     1      |
|       newly formed camp        |                       freshly made camp                       |   0   |     1      |
|           first web            |                         initial cobweb                        |   1   |     1      |
|        resulting block         |                     following obstruction                     |   1   |     1      |
|         equal mixture          |                        even combination                       |   1   |     1      |
|          current age           |                     present stage in life                     |   1   |     1      |
|           one agent            |                   a singular representative                   |   0   |     1      |
|         uniform plane          |                       consistent system                       |   1   |     1      |
|          every couple          |                           each pair                           |   1   |     1      |
|          current type          |                       Contemporary form                       |   1   |     1      |
|          latter force          |                          final power                          |   1   |     1      |
|         initial strain         |                          first batch                          |   0   |     1      |
|        official limits         |                       regulated borders                       |   0   |     1      |
|         published name         |                       locked designation                      |   1   |     1      |
|     additional competition     |                       increased rivalry                       |   0   |     1      |
|       significant thrust       |                        progressing push                       |   0   |     1      |
|        regular practice        |                       normal occurrence                       |   0   |     1      |
|         second tablet          |                         double plaque                         |   0   |     1      |
|           long cross           |                         large crucifix                        |   0   |     1      |
|       lightning strokes        |                        electric flashes                       |   0   |     1      |
|          certain line          |                           some band                           |   0   |     1      |
|           later one            |                        subsequent event                       |   0   |     1      |
|          little shake          |                    minor structural change                    |   1   |     1      |
|          special cap           |                       commemorative hat                       |   1   |     1      |
|         new treatment          |                          novel remedy                         |   0   |     1      |
|          solid center          |                          filled core                          |   0   |     1      |
|         fast division          |                  highly mobile military unit                  |   1   |     1      |
|          past feature          |                          former item                          |   1   |     1      |
|          sternal side          |                         chest anatomy                         |   0   |     1      |
|           3d series            |                          these shows                          |   1   |     1      |
|           next line            |                        following verse                        |   1   |     1      |
|      correct information       |                          right story                          |   1   |     1      |
|          manual work           |                         physical labor                        |   0   |     1      |
|        real application        |                    material accomplishment                    |   1   |     1      |
|           extra help           |                     Additional assistance                     |   1   |     1      |
|          local elder           |                         eldest leader                         |   0   |     1      |
|        internal process        |                     closed-door procedures                    |   1   |     1      |
|           last notes           |                           end sound                           |   0   |     1      |
|         initial record         |                       first achievement                       |   1   |     1      |
|       exact distribution       |                        precise issuance                       |   1   |     1      |
|         another device         |                      different apparatus                      |   0   |     1      |
|         strong signal          |                        clear indication                       |   1   |     1      |
|         least one end          |                 minimum, a sole transit point                 |   0   |     1      |
|     installation progress      |                        Download status                        |   1   |     1      |
|           solid body           |                         concrete form                         |   0   |     1      |
|          burnt stone           |                         seared boulder                        |   0   |     1      |
|     considerable practice      |                       ample application                       |   1   |     1      |
|          labour time           |                          wait period                          |   1   |     1      |
|       consistent defense       |                       stable protection                       |   0   |     1      |
|           men's line           |                         male boundary                         |   1   |     1      |
|        internal stress         |                        inside pressure                        |   1   |     1      |
|          sacred union          |                     venerated unification                     |   1   |     1      |
|          longest leg           |                     most extensive portion                    |   0   |     1      |
|          dream state           |                          Dream State                          |   1   |     1      |
|      additional exposure       |                    increased vulnerability                    |   0   |     1      |
|       much greater depth       |                   considerably higher detail                  |   1   |     1      |
|           big threat           |                          huge menace                          |   1   |     1      |
|         clear position         |                         obvious point                         |   1   |     1      |
|         current field          |                          present park                         |   1   |     1      |
|     administrative setting     |                     departmental location                     |   1   |     1      |
|         complete turn          |                    total 180 degree change                    |   0   |     1      |
|            one vice            |                             a sub                             |   1   |     1      |
|        explicit support        |                       expressed backing                       |   1   |     1      |
|         older account          |                        greater make up                        |   0   |     1      |
|         minor position         |                          slight spot                          |   1   |     1      |
|         simple stretch         |                       horizontal shifts                       |   1   |     1      |
|         test material          |                     evaluation information                    |   1   |     1      |
|          ample ground          |                          enough space                         |   1   |     1      |
|           set point            |                         winning score                         |   0   |     1      |
|        major criticism         |                        Serious downside                       |   0   |     1      |
|           final nail           |                           last straw                          |   1   |     1      |
|       increased presence       |                       enhanced occupancy                      |   1   |     1      |
|          last charge           |                         ultimate debit                        |   1   |     1      |
|        unfortunate part        |                          sad downside                         |   1   |     1      |
|         similar record         |                     nearly-identical tally                    |   0   |     1      |
|       organic structure        |                    fundamental arrangement                    |   1   |     1      |
|        either the state        |                       both the condition                      |   1   |     1      |
|           outer coat           |                        exterior jacket                        |   0   |     1      |
|         one individual         |                          each person                          |   0   |     1      |
|        explicit support        |                         definitive aid                        |   0   |     1      |
|         static nature          |                         fixed boundary                        |   1   |     1      |
|         initial record         |                    first fastest-ever time                    |   1   |     1      |
|      entire establishment      |                       complete property                       |   1   |     1      |
|         unbroken line          |                         endless chain                         |   0   |     1      |
|     independent operation      |                     individual enterprise                     |   1   |     1      |
|           sugar tax            |                       levy on sweetener                       |   0   |     1      |
|      homecoming ceremony       |                  commemoration of his return                  |   0   |     1      |
|       popular convention       |                        public assembly                        |   1   |     1      |
|      manual manipulation       |                         digital change                        |   0   |     1      |
|         group students         |                        classify pupils                        |   0   |     1      |
|         defensive line         |                   football defense position                   |   1   |     1      |
|      successful marriage       |                      prosperous matrimony                     |   0   |     1      |
|        state transition        |                         power transfer                        |   1   |     1      |
|          two meeting           |                         pair convening                        |   0   |     1      |
|           key goods            |                      Critical trade items                     |   1   |     1      |
|         rapid closure          |                         hasty shutdown                        |   0   |     1      |
|          highest spot          |                     most elevated position                    |   1   |     1      |
|          broad scale           |                          large range                          |   1   |     1      |
